CaseID,Feature__INTENSITY-HISTOGRAM_IntensityHistogramMean(IBSI:X6K6)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogramVariance(IBSI:CH89)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogramSkewness(IBSI:88K1)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogramKurtosis(IBSI:C3I7)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogramMedian(IBSI:WIFQ)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogram10thPercentile(IBSI:GPMT)[],Feature__INTENSITY-HISTOGRAM_IntensityHistogram25thPercentile(IBSI:No)[],Feature__INTENSITY-HISTOGRAM_IntensityHistogram50thPercentile(IBSI:No)[],Feature__INTENSITY-HISTOGRAM_IntensityHistogram75thPercentile(IBSI:No)[],Feature__INTENSITY-HISTOGRAM_IntensityHistogram90thPercentile(IBSI:OZ0C)[],Feature__INTENSITY-HISTOGRAM_IntensityHistogramStd(IBSI:No)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogramMode(IBSI:AMMC)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogramInterquartileRange(IBSI:WR0O)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogramMeanAbsoluteDeviation(IBSI:D2ZX)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogramRobustMeanAbsoluteDeviation(IBSI:WRZB)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogramMedianAbsoluteDeviation(IBSI:4RNL)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogramCoefficientOfVariation(IBSI:CWYJ)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogramQuartileCoefficientOfDispersion(IBSI:SLWD)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogramEntropyLog10(IBSI:No)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogramEntropyLog2(IBSI:TLU2)[Intensity],Feature__INTENSITY-HISTOGRAM_AreaUnderCurveCIVH(IBSI:No)[Intensity],Feature__INTENSITY-HISTOGRAM_Uniformity(IBSI:BJ5W)[Intensity],Feature__INTENSITY-HISTOGRAM_RootMeanSquare(IBSI:No)[Intensity],Feature__INTENSITY-HISTOGRAM_MaximumHistogramGradient(IBSI:12CE)[Intensity],Feature__INTENSITY-HISTOGRAM_MaximumHistogramGradientGreyLevel(IBSI:8E6O)[Intensity],Feature__INTENSITY-HISTOGRAM_MinimumHistogramGradient(IBSI:VQB3)[Intensity],Feature__INTENSITY-HISTOGRAM_MinimumHistogramGradientGreyLevel(IBSI:RHQZ)[Intensity]
197,23.75009944,119.108135,0.595882906,0.34901869,22,12,17,22,30,39,10.91366735,15,13,8.620848151,5.952632537,8.477401629,0.459520912,0.276595745,1.589701819,5.280875134,93.88711184,0.031873986,0.000485,2871.0,14,-3203.0,1
198,23.56860226,105.0464751,0.804519033,0.7841183,22,13,16,22,29,37,10.24921827,16,13,7.956529194,5.314902104,7.794637858,0.434867463,0.288888889,1.572815886,5.22478128,92.433112,0.033067657,0.000603,1358.0,15,-1590.0,17
199,20.7324277,132.5984884,0.493971139,-0.172218085,20,6,11,20,28,36,11.5151417,6,17,9.442174205,7.227429367,9.420541319,0.555416947,0.435897436,1.622612943,5.390203522,65.76066912,0.027619023,0.000754,706.5,5,-800.5,7
200,19.89513394,179.2096506,1.383691209,1.150732304,15,8,11,15,25,41,13.38692088,13,14,10.50221055,7.030372787,9.476071697,0.672874127,0.388888889,1.558537984,5.177351117,74.91761375,0.039237917,0.000636,1651.0,6,-1686.5,14
201,27.36467872,172.9419613,0.299388686,-0.999217922,26,11,16,26,39,46,13.15073995,20,23,11.24276502,9.022611853,11.14351674,0.480573519,0.418181818,1.653854359,5.493985262,64.56353886,0.024546648,0.001374384,168.5,9,-171.0,21
202,26.29129902,227.7373263,0.270402716,-1.003004642,25,7,13,25,39,47,15.09096837,8,26,13.00614307,10.52955124,12.95183824,0.573990975,0.5,1.720018736,5.713778563,59.15542279,0.021120513,0.001608819,71.0,28,-89.0,9
203,20.74566796,333.3090618,0.52824696,-0.981841751,17,1,1,17,35,49,18.25675387,1,34,15.73602059,13.12935781,15.42865328,0.880027286,0.944444444,1.492637003,4.958432795,82.33436971,0.089872148,0.000858,1848.0,3,-34327.0,1
204,30.07668689,164.8757575,0.459960705,-0.653298589,27,15,21,27,40,49,12.84039553,24,19,10.68128197,8.019018702,10.43901699,0.426921874,0.31147541,1.67189266,5.553907201,117.4870582,0.024377385,0.000544,667.0,10,-807.5,31
205,23.89135385,184.4622576,0.493164324,-0.948094887,21,9,12,21,35,44,13.58168832,11,23,11.8218177,9.504778251,11.63073846,0.568477132,0.489361702,1.634228148,5.428788397,61.59489663,0.028113403,0.00093,518.5,7,-593.0,12
206,29.40909091,186.4522124,0.22133681,-0.768291922,29,13,19,29,40,48,13.65475054,25,21,11.4675828,8.809716871,11.44855532,0.464303728,0.355932203,1.667216865,5.538374546,86.84872159,0.023611596,0.001665313,151.0,12,-119.5,13
207,19.13122509,249.9608036,0.770335376,-0.518453144,15,1,6,15,29,45,15.81014875,1,23,13.09414506,10.18376492,12.5615525,0.826405454,0.657142857,1.543844212,5.128539461,72.33994487,0.045641796,0.000652,3650.0,3,-15783.0,1
208,22.32128514,163.0222188,0.523514865,-0.640613841,20,7,12,20,32,41,12.76801546,10,20,10.65058913,8.165198667,10.52917553,0.572010768,0.454545455,1.657726243,5.506847381,73.24171687,0.025511169,0.001735905,154.0,9,-105.5,23
209,20.01390667,193.3221853,0.589599018,-0.740002475,16,4,9,16,31,41,13.90403486,11,22,11.85486706,9.429085882,11.48898191,0.694718682,0.55,1.567855153,5.208302082,75.67758458,0.034729232,0.00109609,963.0,8,-1852.0,1
210,17.82976718,195.9495685,1.366369314,0.725011186,12,6,8,12,22,45,13.99819876,6,14,10.92175206,7.364979892,9.810772358,0.785102722,0.466666667,1.525922132,5.069003601,49.03185976,0.04373123,0.000636,4277.5,5,-3276.5,11
211,31.84464446,219.4349106,-0.038019596,-1.071726527,33,11,19,33,44,51,14.81333557,11,25,12.64816857,10.43931997,12.63186319,0.465175097,0.396825397,1.698265224,5.64151496,91.55335284,0.021568295,0.001970452,87.0,8,-72.5,9
212,23.46977437,288.592366,0.739191166,-0.693664711,17,6,10,17,37,50,16.98800653,13,27,14.49121379,11.22851785,13.83704865,0.723824876,0.574468085,1.692442672,5.622172862,88.37836912,0.0251286,0.000697,956.5,6,-759.0,4
213,23.15093011,269.565414,0.338076903,-1.167320263,19,4,8,19,37,47,16.41844737,4,29,14.44871682,12.00479252,14.24438598,0.709191695,0.644444444,1.614482725,5.363195524,87.1777212,0.033371573,0.001112037,1367.5,3,-2028.0,1
214,17.61478347,102.6548188,1.221007693,1.10866672,15,8,10,15,22,33,10.13187144,12,12,7.896044829,5.308048948,7.513563962,0.57519137,0.375,1.515154927,5.033235719,52.84435042,0.040275317,0.000708,1387.0,7,-2383.5,13
215,22.58245297,229.6911108,0.850193073,-0.554155788,17,7,11,17,32,49,15.15556369,12,21,12.69579115,10.09383757,11.93781319,0.671121233,0.488372093,1.644291548,5.462218291,79.74428705,0.02895931,0.000488,1683.5,11,-1289.5,13
216,23.46762806,131.3960498,0.607458152,-0.08806004,23,10,15,23,30,41,11.4628116,10,15,9.075834372,6.652899292,9.042500702,0.488452074,0.333333333,1.617529217,5.373315752,78.46988134,0.029046153,0.000763,953.0,9,-913.0,11
217,25.31468449,103.8947574,0.780658412,0.254088953,23,14,19,23,31,41,10.19287778,19,12,8.036337877,5.690378633,7.837438424,0.402646842,0.24,1.571365953,5.219964706,89.39247962,0.033402627,0.00099,449.5,19,-368.0,26
218,25.49335074,147.9463742,0.54592875,-0.471890201,23,11,16,23,33,44,12.16332085,19,17,10.01257777,7.647025126,9.897976666,0.477117386,0.346938776,1.641647633,5.453435395,86.04005874,0.026714624,0.000738,823.0,10,-778.0,12
219,28.383708,121.3994373,0.508871481,-0.308173246,27,15,20,27,35,44,11.01814128,16,15,8.97615289,6.648000015,8.939126318,0.388185408,0.272727273,1.618301175,5.375880138,111.3173548,0.027745816,0.000756,733.5,15,-969.5,17
220,31.56970037,206.4252245,-0.093637862,-1.185531547,33,12,18,33,44,50,14.36750586,16,26,12.58353529,10.32602046,12.54969118,0.455104283,0.419354839,1.640782837,5.450562603,77.44442123,0.025542847,0.000807,538.5,15,-564.0,10
221,24.3486193,326.2068253,0.004925302,-1.402168187,27,1,4,27,40,48,18.06119667,1,36,16.23425708,15.08726104,16.1693692,0.741774983,0.818181818,1.527830053,5.075341577,96.63358283,0.068845692,0.000975,919.5,3,-17100.0,1
222,24.71092575,343.7069829,0.093078732,-1.35139514,25,1,4,25,41,49,18.5393361,1,37,16.55614786,15.08165366,16.54746164,0.750248545,0.822222222,1.576348132,5.236515146,98.07148659,0.056404337,0.001077803,1147.5,3,-10018.0,1
223,23.96037117,337.7146429,0.119819153,-1.361535187,25,1,4,25,40,49,18.37701398,1,36,16.45375968,15.10241043,16.44779296,0.766975346,0.818181818,1.552932855,5.158731281,95.0927231,0.063177564,0.001159571,1088.5,3,-10481.0,1
224,24.9306231,322.1480322,0.038885295,-1.316295969,27,1,6,27,40,49,17.94848273,1,34,15.96429477,14.76073857,15.91956603,0.719937189,0.739130435,1.583726373,5.261025134,98.94341044,0.052227022,0.001041866,891.5,3,-9391.0,1
225,24.93707234,316.1131792,0.017706108,-1.311796793,27,1,6,27,40,49,17.77957196,1,34,15.77433313,14.63249236,15.73012382,0.712977519,0.739130435,1.580856485,5.25149157,98.96900583,0.052526049,0.001034258,924.0,3,-9616.0,1
226,26.57189074,171.9638932,0.157710335,-0.409184638,26,11,17,26,36,44,13.11350042,1,19,10.70107264,7.799957204,10.68124047,0.493510249,0.358490566,1.646723936,5.470298508,100.4749619,0.026101047,0.000634,1179.0,14,-3533.0,1
227,24.76906308,147.153762,0.331538416,-0.351817165,24,11,16,24,33,41,12.13069503,17,17,9.955852179,7.232217906,9.926245515,0.489751873,0.346938776,1.635217775,5.432075868,94.04503639,0.0262878,0.000631,782.0,16,-1669.0,1
228,24.24108356,127.5872592,0.381598347,0.01389794,24,11,16,24,31,39,11.29545303,16,15,9.111321277,6.624239418,9.101760643,0.465963207,0.319148936,1.616717805,5.370620299,94.69173266,0.027864921,0.000628,862.5,15,-1796.0,1
229,27.02236467,150.5206213,0.186362042,-0.496615442,27,12,17,27,36,43,12.26868458,16,19,10.21290737,7.751826913,10.21241906,0.454019651,0.358490566,1.638499948,5.442979009,103.8672142,0.026272348,0.000583,1325.5,14,-1787.0,1
230,23.72196124,331.4277835,0.082469653,-1.315769581,26,1,1,26,38,49,18.20515816,1,37,16.0538102,14.82110919,15.99716187,0.767438998,0.948717949,1.495105395,4.966632615,93.77587805,0.083090372,0.002851625,141.5,3,-2728.0,1
231,33.31548619,76.71833561,-0.262224044,0.494050322,34,22,28,34,39,44,8.758900365,34,11,6.750368978,4.620148991,6.72329932,0.262907776,0.164179104,1.54139751,5.120411693,128.0564001,0.034936979,0.000418,1864.5,29,-1652.0,36
232,33.74803834,73.76853444,-0.312787772,0.065976178,35,22,28,35,40,44,8.588861068,38,12,6.80309051,4.792962137,6.765141602,0.254499565,0.176470588,1.53480322,5.098505935,133.9375272,0.034692874,0.000409,1824.5,33,-1349.5,43
233,31.3976743,88.19196969,-0.331748208,-0.006642141,32,18,26,32,38,43,9.391057964,31,12,7.418818523,5.245771488,7.383530876,0.299100433,0.1875,1.568733469,5.211219783,123.1377539,0.031894531,0.000399,1571.0,27,-1229.0,38
234,30.91103999,96.7464187,-0.297443085,0.270854315,31,18,25,31,38,43,9.835975737,36,13,7.760476511,5.460497082,7.753942022,0.318202679,0.206349206,1.585759848,5.267780191,116.88237,0.03048133,0.000422,1556.0,25,-1678.0,41
235,31.71741164,65.70777528,0.590119625,0.201647467,31,23,26,31,37,43,8.106033264,29,11,6.476753537,4.625755847,6.414004939,0.255570453,0.174603175,1.497866865,4.975806021,119.4358782,0.038000273,0.000506,2035.5,22,-1753.0,34
236,26.35916249,132.7010548,0.35186244,0.16993264,27,11,17,27,34,40,11.51959439,17,17,9.372443498,6.995740622,9.346754951,0.437024294,0.333333333,1.628157037,5.408620605,80.72493513,0.027896675,0.001289993,414.0,16,-252.0,18
237,28.4996063,129.9070302,0.072460589,-0.372971097,28,14,20,28,37,43,11.39767653,19,17,9.397455072,7.03476408,9.379696288,0.399923999,0.298245614,1.652881848,5.490754648,90.39718873,0.02542992,0.001195932,165.5,34,-175.0,19
238,27.81392292,126.2085532,0.007700648,-0.491362992,29,13,19,29,36,41,11.23425802,33,17,9.32294701,6.93575232,9.303854041,0.403907714,0.309090909,1.640733164,5.450397593,86.91850912,0.026150783,0.001172596,167.5,17,-182.5,42
239,24.65104094,149.8104381,0.270200492,-0.909979368,23,9,15,23,35,42,12.23970744,17,20,10.52835009,8.683410006,10.43260819,0.496518888,0.4,1.65020279,5.481855011,69.71622515,0.024835802,0.001077919,326.5,13,-235.5,11
240,29.50060874,117.0767844,0.219448178,-0.287466178,29,16,22,29,37,44,10.8202026,24,15,8.847998741,6.554364584,8.832650802,0.36677896,0.254237288,1.632256243,5.422237871,104.1740246,0.0270165,0.001222744,208.5,20,-194.5,25
241,26.88208493,174.9960833,0.05221811,-1.10115328,27,9,15,27,38,45,13.22860852,10,23,11.46174644,9.598219962,11.46152725,0.492097564,0.433962264,1.671687456,5.553225527,72.66563582,0.023315006,0.000922,318.5,12,-258.5,14
242,28.99606002,114.5744668,0.026518292,-0.808764672,29,15,20,29,37,43,10.70394632,20,17,9.092757902,7.046094475,9.092631402,0.369151751,0.298245614,1.616184855,5.368849876,87.4412435,0.026498815,0.001053892,260.5,19,-241.5,21
243,27.82547639,128.5678229,0.284182071,-0.696767437,26,14,19,26,36,44,11.3387752,25,17,9.458626144,7.280722172,9.390420496,0.407496175,0.309090909,1.63222033,5.422118573,70.43323711,0.026359298,0.001024024,231.5,14,-276.0,34
244,29.69103448,103.1040064,0.053207617,-0.429308999,30,17,23,30,37,43,10.1540143,23,14,8.335959004,6.098857718,8.328631813,0.341989239,0.233333333,1.59127965,5.286116575,77.4750431,0.029994877,0.001155244,438.0,22,-217.5,38
245,28.69732143,171.8894028,-0.213466811,-0.548870308,29,10,20,29,39,45,13.11065989,1,19,10.83087005,8.201959458,10.82379658,0.456860057,0.322033898,1.663655659,5.526544474,113.8924944,0.02394032,0.000964,301.5,3,-983.0,1
246,35.87228528,126.7687405,-0.191601708,-0.158205474,35,23,28,35,45,51,11.25916251,30,17,9.231809425,6.985571809,9.180583631,0.313868002,0.232876712,1.627692455,5.407077296,138.444601,0.027398171,0.001191683,189.5,27,-202.0,31
247,33.06425433,120.3893339,0.258214272,-0.47266947,30,20,26,30,42,49,10.97220734,29,16,9.06453692,7.087208742,8.863375482,0.331844996,0.235294118,1.607648724,5.340493463,131.2237594,0.030469147,0.001168849,274.5,24,-459.0,30
248,28.72362693,157.6893862,0.400816192,-0.45972066,26,15,20,26,38,47,12.55744346,22,18,10.3434994,7.802920462,10.10864129,0.437181679,0.310344828,1.665899431,5.533998122,98.28866091,0.025860172,0.001094332,249.0,21,-173.0,23
249,29.71414402,160.5620566,0.172601615,-0.597431257,29,14,20,29,39,48,12.6713084,28,19,10.39091396,7.802281272,10.36271608,0.426440297,0.322033898,1.684394383,5.595437022,108.6423391,0.023099532,0.000603,695.0,19,-479.0,8
250,31.81267003,135.9290456,0.416995511,-0.56419139,30,18,23,30,40,49,11.65886125,27,17,9.641036997,7.156016312,9.47517931,0.366484839,0.26984127,1.64651319,5.469598425,123.2740964,0.025856785,0.000676,535.5,15,-463.0,31
251,31.41448043,132.9948285,0.387882934,-0.597220136,29,17,23,29,40,49,11.53233838,26,17,9.572516468,7.436632208,9.432940748,0.36710263,0.26984127,1.643695453,5.460238106,122.7128142,0.026000701,0.000656,560.5,19,-407.0,29
252,26.62641723,244.2447897,0.504858358,-0.518612997,26,8,13,26,36,51,15.62833291,6,23,12.79717202,9.792019141,12.7755102,0.586948397,0.469387755,1.704044386,5.66071292,105.6735934,0.022337979,0.002516272,59.0,8,-52.0,1
253,22.23010558,91.71109365,1.241546253,2.032946659,20,13,16,20,26,34,9.57659092,19,10,7.104407694,4.374908159,6.831674208,0.430793767,0.238095238,1.523186865,5.05991724,60.09075415,0.040021421,0.001098764,735.0,18,-439.0,20
254,21.61004922,138.9412137,0.937292119,0.669347748,20,8,13,20,28,38,11.78733277,18,15,9.207247366,6.473686889,9.042968868,0.545456081,0.365853659,1.615181084,5.365515421,60.10294939,0.029041841,0.000936,405.0,16,-533.5,14
255,31.98600583,282.4347896,-0.202968058,-1.136696026,35,7,17,35,46,51,16.80579631,44,29,14.6627667,12.1060168,14.46122449,0.525410906,0.46031746,1.736303924,5.767876787,90.96020408,0.021003833,0.00349959,19.5,40,-18.5,51
256,25.87941823,179.2594326,0.547312175,-0.441052986,24,10,15,24,36,44,13.3887801,17,21,11.19971854,8.673841962,11.09064773,0.517352437,0.411764706,1.671209891,5.55163909,101.4958434,0.024146877,0.002020815,110.5,8,-64.0,17
257,25.12787356,215.0738782,0.218161563,-0.708281092,25,5,13,25,37,43,14.66539731,11,24,12.32027059,9.961887242,12.31494253,0.583630655,0.48,1.679145144,5.57799943,92.65903376,0.023521932,0.001838366,107.5,5,-219.0,1
258,24.12910903,149.1033666,0.52417927,-0.192551672,23,8,15,23,32,41,12.21078894,8,17,9.989093277,7.908047864,9.956715752,0.506060498,0.361702128,1.612484567,5.356557786,77.28855236,0.029312838,0.002088081,233.0,7,-105.0,8
259,23.96864686,200.4490406,0.137352584,-0.790887537,23,4,13,23,35,44,14.1580027,1,22,11.84045643,9.339314536,11.83474776,0.590688443,0.458333333,1.620663029,5.383726048,85.01379435,0.029037492,0.001850032,171.5,3,-724.0,1
260,20.52206573,195.8095399,0.14902033,-0.80418388,22,1,8,22,30,39,13.9931962,1,22,11.7934693,10.54102472,11.75828303,0.681860997,0.578947368,1.520784448,5.051936584,77.59906103,0.051518429,0.0026288,153.0,3,-1349.0,1
261,21.16038462,176.5273537,0.005480362,-0.69156204,23,1,11,23,31,38,13.28635969,1,20,11.12149798,10.14692224,11.03371795,0.627888383,0.476190476,1.516023329,5.03612049,80.01270433,0.047131566,0.001738176,220.5,25,-2542.0,1
262,27.68491151,207.0404748,0.195233465,-0.938064676,27,8,16,27,39,48,14.3889011,5,23,12.22812508,9.956566705,12.21200511,0.51973802,0.418181818,1.639192168,5.445278517,82.18958105,0.026566939,0.002201612,192.0,4,-192.0,6
263,29.04482759,284.7457593,-0.326756272,-1.042307156,33,1,16,33,42,49,16.87441137,1,26,14.42173463,13.57521368,14.19614604,0.580978191,0.448275862,1.613625212,5.360346928,92.58038793,0.036334865,0.001357401,293.5,4,-2701.0,1
264,20.24970851,210.75051,0.262822964,-1.011088379,20,1,6,20,32,40,14.51724871,1,26,12.67634252,11.26065335,12.669452,0.71691149,0.684210526,1.530158778,5.083077434,75.62000522,0.044922918,0.002954603,213.5,3,-651.0,1
265,24.04284591,301.487551,-0.044498248,-1.299512496,26,1,1,26,38,46,17.36339687,1,37,15.21440376,14.03985822,15.11461141,0.722185591,0.948717949,1.47400456,4.89653716,70.2501904,0.077024922,0.002079735,225.5,4,-4475.0,1
266,28.97354203,159.9371939,0.283784346,-0.768423939,28,13,19,28,38,47,12.64662777,15,19,10.59862722,8.24661926,10.58300228,0.436488841,0.333333333,1.677421755,5.572274456,71.98114348,0.023535223,0.00079,367.0,17,-206.0,32
267,24.76159927,117.7474955,0.299906708,-0.319595993,24,11,16,24,33,39,10.8511518,18,17,9.055895803,7.06539704,9.031465995,0.438224999,0.346938776,1.615307976,5.365936947,66.15989804,0.027326448,0.000722,473.0,32,-645.5,33
268,32.21553219,112.9009106,0.206754656,-0.552908371,32,19,24,32,40,47,10.62548402,23,16,8.801944795,6.776184363,8.788219886,0.329824879,0.25,1.625409782,5.39949442,96.64659658,0.026697854,0.000687,594.5,22,-641.5,24
269,30.57590414,90.76388998,-0.049621608,-0.356413369,31,17,23,31,38,42,9.527008448,40,15,7.893686827,6.302309797,7.873507625,0.311585502,0.245901639,1.548294071,5.143321574,109.404407,0.032303796,0.001186412,358.0,39,-323.0,41
270,38.67628866,109.7786016,-0.494649223,-0.077814173,40,24,32,40,47,51,10.47752841,44,15,8.544363907,6.46068689,8.499198167,0.27090315,0.189873418,1.606952641,5.338181125,111.7986469,0.028894123,0.001050357,254.0,41,-237.5,51
271,29.64135802,286.0638451,-0.170656649,-0.931764516,33,4,16,33,42,50,16.91342204,1,26,14.39706706,11.54607005,14.24407407,0.57060213,0.448275862,1.688289434,5.608376104,117.6391397,0.025637464,0.001779078,203.0,3,-660.0,1
272,31.84555466,166.2407182,0.113919147,-1.000997386,32,15,20,32,43,48,12.89343702,16,23,11.17410304,9.277622884,11.17190438,0.404873998,0.365079365,1.667828068,5.540404915,117.9280696,0.02410739,0.001799341,130.5,15,-102.0,17
273,29.92405413,194.277027,0.182970629,-0.961299877,30,12,18,30,42,48,13.93832942,21,24,12.04083768,9.985516542,12.03976802,0.465790142,0.4,1.684520337,5.595855435,106.1368795,0.023981514,0.001819739,109.0,10,-126.5,15
274,32.56903829,204.3305518,-0.262041841,-0.740147274,34,11,23,34,43,51,14.2944238,43,20,11.84385556,8.862622384,11.78157974,0.438896097,0.303030303,1.689916036,5.613779558,123.151676,0.022539264,0.001843241,79.0,3,-70.5,46
275,24.53084936,155.8011317,0.070356314,-0.311455955,26,7,15,26,33,39,12.48203235,28,18,10.21085243,7.730608697,10.14302885,0.508830011,0.375,1.643127188,5.45835037,76.65890425,0.02622722,0.003241558,42.0,1,-33.5,29
276,23.11705183,246.2597844,0.372784353,-0.638554684,22,1,10,22,34,46,15.69266658,1,24,13.02155575,11.11436566,13.00738411,0.678835117,0.545454545,1.630121234,5.415145526,91.02339156,0.033402731,0.00213719,306.0,3,-759.0,1
277,24.55900367,193.9206713,0.094873135,-0.56164185,25,4,15,25,34,44,13.92554025,1,19,11.12310672,8.456943322,11.11147407,0.567023827,0.387755102,1.630333012,5.415849037,97.46854584,0.029141165,0.001542674,227.0,24,-981.0,1
278,28.7466132,150.8850156,0.205827935,-0.743206029,28,13,19,28,38,45,12.28352619,19,19,10.40949934,8.220681272,10.40216575,0.427303422,0.333333333,1.658608712,5.509778879,109.147297,0.02418836,0.000603,893.5,11,-444.5,20
279,26.740625,150.0707107,0.786474642,-0.293272749,23,14,17,23,36,46,12.25033513,16,19,10.24290828,7.882615469,9.797893519,0.458117008,0.358490566,1.593284255,5.29277573,102.7842773,0.033398425,0.000879,879.0,14,-804.5,19
280,25.92250233,137.1424535,0.718252161,0.242851532,24,12,17,24,32,42,11.71078364,25,15,9.252892442,6.43487459,9.117647059,0.451761311,0.306122449,1.642067563,5.454830372,81.00781979,0.027200968,0.001781773,89.5,14,-83.0,26
281,23.62707722,166.7278234,0.320031899,-0.784957113,24,8,12,24,33,42,12.91231286,8,21,10.91130872,8.652958461,10.90729879,0.546504874,0.466666667,1.65092927,5.484268325,66.82032777,0.025641111,0.002043878,117.0,7,-123.0,9
